targetName,score,date,S_score,title,isTarget,L_score,content
,105,2017-02-17 11:09:19,0,Re: [請益] 該怎麼說服家人把操盤當正職？,0,0,"

先說結論 都是成敗論英雄


我是一個全職股票投機者

專門做短線短沖 有時做3分鐘 有時做3小時 最長持有不超過2天 0050 0056例外

98-1士官退伍後  憑著學生時代打工兼課投資累積約50萬

2010下半年     +100萬
2011           +290萬
2012           +430萬
2013           +380萬
2014           +640萬
2015           +180萬
2016           +100萬
2017至今       +9萬

6年半來大約獲利2000多萬  每個月都有獲利 但不平均

一開始全職的時候 我很清楚地告訴自己 不行就快去考銀行考公職...

很慶幸這幾年我是成功的  只是現在市場跟以前差太多了

我得承認我已經無法靠以前模式獲利了

還好過去累積不少資金

買一些長線部位吃股息還能養活自己


一開始的時候家裡確實不是很支持

到現在已經不管我了 還被我說服他們的資金也可以放在0050 0056上

我一直覺得

自己的人生自己負責

想做就去做

只是注意槓桿不要開太大 最多歸零後 不負債

再回去社會打拼

人生是自己在過的

只要覺得對得起自己就好



站內信無法都回

補充一下

1.一開始的50萬資金是打工賺加上金融海嘯時期亂買認售莫名其妙賺到的
  無SOP 自己念商 想玩玩股票而已  這百分之百是運氣好

2.我確實運氣好 研究出一套短沖SOP 也只懂這個 什麼技術分析財報分析籌碼分析
  我沒有一個懂得

3.搓合時間越來越短是事實 加上以後要逐筆搓合 我更無法獲利

4.我們這種人沒有報酬率的概念 都是獲利的絕對金額
  今天就算給一開始就給我1000萬  我也應該這六年只能賺到2000萬 也許會多一點
  但絕對不會多多少 不會是1000萬的40倍

5.獲利方法當然無法分享 但有很多很簡單的無風險獲利
  例如公開收購(樂陞例外 我有避險 太特別)  股票抽籤
  這幾年我光抽籤就賺了50萬吧 XD  (多戶頭抽籤)








--
"
,45,2017-02-17 10:18:04,0,Re: [請益] 該怎麼說服家人把操盤當正職？,0,0,"
"
,204,2017-02-17 10:08:47,-204,Re: [標的] 5386 青雲,1,0,"
今天雖然跌停鎖死
但好標的不怕跌，越跌越買
到時候那些ptt做空怎麼死的都不知道
1月營收年曾283%耶!!!!營收獲利大噴發成長股
短線震盪隨便他，目標上看100!!
當出大力光1000元也一堆人看空，現在呢!?
大股東內部人握緊9000張籌碼，只剩4000張浮動籌碼都嫌少
還不趁現在便宜時多買幾張
加碼ALL IN!!!

拜託師父原諒我QAQ
讓我回到富豪居的擁抱
不然每天早上工作壓力很大沒笑話可看了QQ

--
"
,758,2017-02-17 08:30:00,0,[閒聊] 2017/02/17 盤中閒聊,0,0,"
==============106/02/17 台股資訊重點整理，供股民做投資參考=============
"
,63,2017-02-17 08:22:17,0,[新聞] 股市當沖降稅案恐擱淺,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,35,2017-02-17 07:07:35,0,[新聞] 阿里巴巴 傳入股中國大潤發,0,0,"
1.原文連結(超過一行或過長必須縮網址)：

"
,45,2017-02-17 01:40:11,0,[其他] 有沒有蓋總部大樓，股價就會跌的八卦？,0,0,"

這篇不提公司名稱，不然需要改標題。


剛剛估狗到兩篇新聞，有兩家臺灣五十成分股的公司，都宣布要蓋總部大樓。


呃.... 這不知道算不算股市傳說，因為我印象中有人跟我開玩笑過這種事，

就是只要企業公司蓋大樓，股價沒多久一定會跌。(營建股怎麼辦？XD)


我依稀記得蘋果當初蓋總部的時候，那段時間的股價好像是下跌的，不是很確定。

我比較確定的是，遊戲界某家自成立以來年年都賺錢的公司，近年總部大樓完工啟用後，

股價就從三位數跌成兩位數，這件事讓我印象很深刻。


以財務觀點來說，蓋大樓的確是很大的一筆支出啦，但是會有這麼嚴重嗎？

應該是不至於吧，是巧合？還是個刻板印象？

有沒有公司蓋總部大樓，股價就一定會跌的八卦？

--
"
,25,2017-02-17 00:13:29,0,Re: [請益] 近期沒有賺到錢的人,0,0,"
我本身是超級反指標，去年油價從40開始進場，CFDs槓桿開很大，大概130倍以上，當時
真的一個點幾千再跳...空到35獲利出場。覺得市場既然那麼看空，繼續進場空，到26塊
繼續加碼。

當時朋友說：你是以為以後加油都不用錢是嗎？

空到26時候有點開始怕，後來看到一篇新聞，說伊朗成本是2元.....就這樣一路漲回正常
價。斷頭出場

現在看到這個指數也開始有點當時的味道，到底是要追上去，還是深信向上有限，向下無
窮

沒賺錢或賠錢只能在事情發生後，在回頭看才會有感觸，之後，我重新把錢投入德州撲克
，發覺這才是我可以穩定獲利的地方，放棄了股市。看朋友賺了一波，還是有點幹怎麼沒
跟上，但其實這是我不精的地方，也只能讓人賺。找自己能穩定獲利的方向比較好，得失
心沒那麼重了

--
"
,82,2017-02-16 23:46:58,0,[新聞] 〈新光大公主吳欣盈談話〉指總座不扛KPI,0,0,"
〈新光大公主吳欣盈談話〉指總座不扛KPI？李紀珠發4大聲明澄清

1.原文連結(超過一行或過長必須縮網址)：
"
,42,2017-02-16 23:40:06,0,[公告] AdamDunn 遭板主砍文兩篇 警告一次,0,0,"
"
,62,2017-02-16 23:36:54,0,[公告] cooperlian 遭板主砍文三篇 水桶一週,0,0,"
"
,151,2017-02-16 22:51:32,0,[請益] 如何度過虧損的低潮?,0,0,"
各位股神晚安!

小弟股海經歷尚淺，這陣子被多軍嘎得不要不要的，快要崩潰惹~

每天開盤都心驚膽跳的，台股收盤後緊盯陸股，

陸股收盤後緊盯歐股，接著是美股......

每天都快要精神耗弱惹...

也不太想跟別人講話，做什麼事都提不起勁，

一時也找不到轉移注意力或宣洩情緒的方法，

想請問各位是怎麼度過虧損時期的低潮的?

請各位前輩指點迷津，謝謝~



--
"
,2,2017-02-16 22:39:29,0,[公告] luke2違反板規4-5-2水桶一週,0,0,"
主旨：luke2違反板規4-5-2水桶一週

類型：股板簡字號20170216-2

說明：板友檢舉後板主巡視看板，查板友luke2推文違反板規4-5-2，
      依板規給予水桶一週。

"
,68,2017-02-16 20:37:26,0,[其他] 106年02月16日信用交易統計,0,0,"
106年02月16日信用交易統計

項目            買進         賣出     現金(券)償還    前日餘額     今日餘額

融資(交易單位)  378,804     367,292      4,532      8,818,626      8,825,606
融券(交易單位)  30,684      27,053       8,519      483,994        471,844
融資金額(仟元)  7,436,176   6,310,106    67,021     135,641,232    136,700,281


"
,26,2017-02-16 20:10:50,0,[新聞] 樂陞簽核會計師上任 5月將開股東會,0,0,"

1.原文連結(超過一行或過長必須縮網址)：
"
,11,2017-02-16 19:50:50,0,Re: [標的] 3310 佳穎精密,1,11,"

今天這個3310終場收在29.55塊，量的部分我覺得還好，

主要受到大盤漲多回測影響，開盤強勢上攻後拉回，

籌碼部分主力賣超是這個元大北成功，他賣了322張，

主力買超為兆豐三重，他買了200張。

其中國票安和是我比較關注的，因為他之前買了600張，今天還有買55張。


有人在前一兩篇留言問我怎麼看?

就我目前看來，大盤短線上應該會持續走勢，

佳穎的部分，已經突破前波壓力線，後續要再繼續走下去的話，

則基本面一定要有所反應，目前所知道的利多就只有Tesla跟林口的建案，

如果在營收跟獲利都跟上股價腳步的話，應該還可以再期待下去。




"
,187,2017-02-16 18:52:28,0,[請益] 近期沒有賺到錢的人,0,0,"
我想請問一下

我相信就算大盤大漲還是有很多人沒有賺到錢

可能是因為放空被嘎或是選錯股票

盤面上真正大漲的股票  敢追的人應該都不多了

但是追進去可能就是套牢   現在已經有一些例子了

但是這個事實不會有人講出來   只有持有者自己知道並且很痛苦

我想請問近期沒有賺到錢的人   現在會有什麼想法   謝謝


--
"
,142,2017-02-16 18:12:24,0,Re: [請益] 有人操作股期很成功的嗎?,0,0,"

本司令教你一招，這個市場豬頭多，找這票人宰就對了

這是昨天我新做的空單，昨天是第三個禮拜三
"
,44,2017-02-16 16:28:30,0,[請益] 有人操作股期很成功的嗎?,0,0,"
小弟之前玩期貨、以台股的盤勢來說，以盤整居多，常常上沖下洗，多空雙巴 獲利十分

有限，這個月開始接觸股票期貨，發現比權證公平許多，少了很多自營操縱的空間，槓桿

約7倍，資金需求不高且一兩個TICK就可以獲利，進出也很靈活，適合避險或搶短線，

不過缺點是流動性不足，買賣價檔差通常會差到四檔，4個TICK，這樣大大增加了持倉

的風險，且標的很少有些是大牛股，不像權證可以投資多元的標的。

小弟玩的方法也很無腦，就是去追漲幅大的股期標的，目前沒設定進出的點位，純粹有

賺就出，賠就停損，請問有高手也是擅長股期的嗎?

小弟拋磚引玉一下，希望能吸引各位高手現身說法!!

-------------------------------------------------------------------------

--
"
,59,2017-02-16 15:39:19,0,[新聞] TPK-KY(3673)去年Q4每股盈餘0.89元,0,0,"

1.原文連結(超過一行或過長必須縮網址)：

"
,158,2017-02-16 15:30:48,0,Re: [其他] 交易系統,0,0,"


嘿嘿，這不是來了嗎～


不過我還是先說明一下，上一篇後面中華電策略的例子（嗆酸酸的那個不是給板友建議的

那個），我表達得不夠清楚（大概是因為想到酸酸就火大），所以有些板友沒有很理解。

我的意思是說，只要確認3線對綠線金叉，就買進（心理停利停損），1、2、4、8級數的

意思是，比如說中華電現在正在進行均線糾結的過程，未來會怎樣不知道，但只要他繼續

上漲，且漲到確認三一金叉的程度，我就買進（一個單位），買進之後，若行情沒有翻多

，而又繼續回跌形成空頭排列，停損之後（或者不停損），在下一次的三一金叉，繼續買

進兩個單位，以此類推。這樣應該有比較清楚了巴。這個策略就是為了對付當初的那幾個

小魯酸，因為我文章寫了那句話，幾個人就在那邊嗆我要重修數學啦，邏輯問題很嚴重啦

三小的，說「每次的勝率是一樣的，怎可能有「用掉額度」這種事」八啦八啦...。


所以我就定「同一進場訊號以1、2、4…倍數加碼」的策略，如果照這些酸酸說的，每次

勝率（敗率）一樣，那你跟我對作的話，不管我是進行到第幾級（買幾張），你的勝率（

我的敗率）應該都是固定的，沒什麼好怕的。但是我早說過了，交易不是在算數學，先不

談什麼理論，各位可以想像一下，如果是你的話敢跟我這樣玩嗎？或許第一級買一張的時

候我最後停損了，你淫了，但你敢跟我賭第二次、第三次嗎？你不覺得光想到就很抖？這

跟壓注的倍數無關，而是跟標的價值與市場心理有關。試想，以2412中華電這檔標的，賣

方能夠承受幾次均線多頭排列的壓力？一次多排被你打垮了，下一次還有辦法這樣嗎？再

下一次呢？搞不好原本的空頭自己都要轉多了。真當交易是在擲骰子？


我從來沒有說我講的一定是對的或穩賺還是什麼，但既然我敢這樣公開PO文，還這麼大方

地把這麼多細節的東西分享給各位，表示我至少有一定程度的自信。我策略都告訴你了，

你大可以自己去跑回測，如果發現我給的是爛東西，不穩定難運用低報酬低勝率，各位可

以大方的出來打我臉，不用客氣，也算幫我一個忙，讓我修正自己的系統缺失。


對於我寫的東西，如果你有什麼疑問，都很歡迎隨時提出，我也會認真地解釋說明，但如

果是那種連個屁都不懂只會在那裡亂酸亂嗆的，那就真的令人火大（我又想到之前還有人

連「系統交易」和「程式交易」定義都搞不清楚的，也在那嗆到天邊去了，真是令人哭笑

不得…）。好啦，不提酸酸惹，我們言歸正傳。就我提的這個中華電的策略，重點不在於

本多終勝，重點仍然是「依系統（訊號）操作」，如果你只是個小資的話，用零股也可以

啊，200股、400股、800股…，每次訊號買進，訊號賣出，或是不賣出當定存，除非得到

相當獲利再賣出，一個簡單的策略，用0050和2412嚴格依系統執行，我保證你5年就打敗

市場上8成的人。


我在這裡公開承諾，如果你是用我上篇文提供的這個策略，並以指定的兩檔為操作標的的

話，我可以在任何時候為妳作行情分析與操作建議，你隨時都可以寫信來，我一定都會認

真回。


以下本文。


其實這篇本文應該會比較短，因為只是單純的進場訊號的介紹，但這卻是我幾年學習與交

易生涯的最重要結晶之一。之前文章的推文中有板友問到，「漂浮型態是不是進場訊號」

，其實要看你對「訊號」的定義，如果你要把前面介紹的「漂浮」當作一個進場訊號也不

是不行，畢竟一般來說在行情有出現漂浮跡象時，我原則上也是會開始慢慢建立倉位。但

我還是傾向把「型態」和「訊號」做個區別，我對「訊號」的定義是：「依據系統定義，

對於行情的將來走勢具有相當程度表示效果的單根K線」。白話地說，就是你看到這根K

線就會認為價格即將要發動了的意思，所以，當漂浮型態進行時，我們心裡並不會有那種

「確認感」，只是因為特定理由（請參閱前文）我們對於預設行情的方向心理上比較「安

定」，簡言之就是我們在面對「型態」和「訊號」時的心理狀態上的差異。用實際操作來

說明的話，例如我對於某檔標的預計買進10張，如果她出現「進場訊號」，我應該會當下

買6、7甚至8張以上，如果它只是在型態醞釀期間，我可能就會1張1張慢慢買這樣。



（1） 順勢突破

我說過我的系統進場訊號只有三個，一個是「趨勢發動訊號」，另外兩個是「趨勢跟隨訊

號」，這個「順勢突破」就是其中一個續行訊號（簡稱）。我在去年的期貨標的文已

經介紹過這個訊號了，也在標的操作中實地使用過了，我們再複習一次他的定義：均線多

（空）頭排列情況下，K線開盤在黃線之下（上），收盤在白線之上（下）。恩，話說，

我忘了當初我的敘述是不是這樣啦XDD，總之概念是一樣的，就是價格對均線的相對運動

情形（因為我現在鍊成都不畫鍊成陣了，所以可能用字會有點誤差^^”）。直接看圖就知

道！


去年12月初收到一封板友來信，說他依我的系統方法放空台指期停損了，問我他的操作正

不正確，以下是我的回信：




「O大，謝謝你的來信，看到現在真的有人在用我提出的系統操作，實在很感動，希望你

在這幾個月多頭排列的期間有賺到錢，另外如果你有在11/08空排反彈到月線時放空，應

該也可以吃到隔天的300點長黑（我自己是吃到美股那波，雖然說被後來的V轉蝕回將近一

半的獲利XD）至於你提的這一波停損的問題，我覺得你操作得非常漂亮，如果是我的話應

該也會在今天均線金叉多排確認，再加上量增的實體中紅情況下，提前停損，而不等預設

停損點。我以前的文章中有提過我自己比較傾向心理停損，就是類似這樣的情況，只是心

理停損經驗跟盤感佔很重，比較難歸納出一個制式的規則，所以不適合寫在教學文裡面。

承蒙你的來信，我就再跟你多分享一點，如果你看加權週線圖，可以發現上禮拜收了一根

順勢突破訊號，這麼一來要依日線放空，就要非常非常小心，甚至可以考慮放棄日線的空

頭訊號，這樣的話也能免掉這次的虧損。關於系統的多週期操作（這應該可以算操作的最

高階技術），我未來有時間也會在版上分享（應該啦）。」




好，那麼就請各位打開加權週線圖吧。就如我在回信中所寫，11/25加權收了一根順勢突

破，意味著趨勢續行，是個買進訊號，事實上在一個月後的12/30那一根，也是同樣的訊

號，在線圖上鄰近的位置連續出現相同訊號的話，其效果將加倍強烈。看到這種東西，我

就算不作多，也不可能去放空的（這幾個月來放空的人草大概都...），另外，我則是藉

由大盤環境這樣罩著，很放心地大買股票。




圖來了XD → "
